Traditional,Simplified,Kanji,Hanja,Hanji,Reading,Old,Cantonese,Mandarin,Sino,Native,JGrade,Year Added,Sino,Native,KGrade,Sino-Vietnamese,Part of Speech,Meaning,Radical,Strokes
尻,,,,尻,kau,kau,haau 1 ,kāo,0,しり,S,2010,0,0,0,,,buttocks,尸,5
絞,绞,,,絞,kau,kau,gaau 2 ,"jiǎo, xiáo, jiào",コウ,しぼ-る、し-める、し-まる,S,,0,0,0,,,strangle,糸,12
酵,,,,酵,kau,kau,"gaau 3 , haau 1 ",jiào,コウ,0,S,,0,0,0,,,fermentation,酉,14
告,,,,告,"kau, koku","kau, koku","gou 3 , guk 1 ",gào,コク,つ-げる,4,,고,알릴,M,,,tell,口,7
計,计,,,計,kei,kei,"gai 3 , gei 3 ",jì,ケイ,はか-る、はか-らう,2,,계,꾀,M,"kể, ké, kẻ, kê, kế, kẽ",,measure,言,9
係,系,,,係,kei,kei,hai 6 ,xì,ケイ,かか-る、かかり,3,,계,걸릴,H,,,person in charge,人,9
溪,,渓,,渓,kei,kei,kai 1 ,xī,ケイ,0,S,1981,계,시내,M,,,mountain stream,水,11
雞,鸡,鶏,鷄,鶏,kei,kei,gai 1 ,jī,ケイ,にわとり,S,,계,닭,M,,,chicken,鳥,19
啟,启,啓,啓,啓,kei,kei,kai 2 ,qǐ,ケイ,0,S,,계,열,H,,,disclose,口,11
塊,块,,,塊,kei,kuei,faai 3 ,kuài,カイ,かたまり,S,,괴,흙덩이,H,,,clod,土,13
繼,继,継,,継,kei,kei,gai 3 ,jì,ケイ,つ-ぐ,S,,계,이을,H,,,inherit,糸,13
稽,,,,稽,kei,kei,"kai 1 , kai 2 ","jī, qǐ",ケイ,0,S,2010,0,0,0,,,consider,禾,15
憩,,,,憩,kei,kei,hei 3 ,qì,ケイ,いこ-い、いこ-う,S,,0,0,0,,,recess,心,16
揭,,掲,,掲,"kei, ketu","kei, ketu",kit 3 ,jiē,ケイ,かか-げる,S,,0,0,0,,,put up (a notice),手,11
契,,,,契,"kei, ketu, kitu","kei, ketu, kitu","kai 3 , kit 3 , sit 3 ","qì, xiè",ケイ,ちぎ-る,S,,계,맺을,H,,,pledge,大,9
劇,剧,,,劇,keku,keku,kek 6 ,jù,ゲキ,0,6,,극,심할,H,,,drama,刀,15
擊,击,撃,,撃,keku,keku,gik 1 ,jī,ゲキ,う-つ,S,,격,부딪칠,H,,,beat,手,15
喫,,,,喫,keku,keku,"hek 3 , yaak 3 ",chī,キツ,0,S,,0,0,0,,,consume,口,12
隙,,,,隙,keku,keku,gwik 1 ,xì,ゲキ,すき,S,2010,0,0,0,,,fissure,阜,13
激,,,,激,"keku, keu","keku, kiau",gik 1 ,jī,ゲキ,はげ-しい,6,,격,과격할,H,,,violent,水,16
檢,检,検,,検,kemu,kemu,gim 2 ,jiǎn,ケン,0,5,,검,검사할,H,,,examine,木,12
儉,俭,倹,,倹,kemu,kemu,gim 6 ,jiǎn,ケン,0,S,,검,검소할,H,,,frugal,人,10
兼,,,,兼,kemu,kemu,gim 1 ,jiān,ケン,か-ねる,S,,겸,겸할,H,,,concurrently,八,10
劍,剑,剣,,剣,kemu,kiemu,gim 3 ,jiàn,ケン,つるぎ,S,,검,칼,H,,,sabre,刀,10
謙,谦,,,謙,kemu,kemu,him 1 ,"qiān, zhàn",ケン,0,S,,겸,겸손할,H,,,self-effacing,言,17
見,见,,,見,ken,ken,"gin 3 , yin 6 ",jiàn,ケン,み-る、み-える、み-せる,1,,견,볼,M,"kiến, kén, hiện",act,see,見,7
堅,坚,,,堅,ken,ken,gin 1 ,jiān,ケン,かた-い,S,,견,굳을,M,,,strict,土,12
肩,,,,肩,ken,ken,gin 1 ,jiān,ケン,かた,S,,견,어깨,H,,,shoulder,肉,8
繭,茧,,,繭,ken,ken,gaan 2 ,jiǎn,ケン,まゆ,S,,0,0,0,,,cocoon,糸,18
京,,,,京,kenu,kienu,ging 1 ,jīng,キョウ、ケイ,0,2,,경,서울,M,"kinh, kiêng",n,capital,亠,8
輕,轻,軽,,軽,kenu,kienu,"heng 1 , hing 1 ",qīng,ケイ,かる-い、かろ-やか,3,,경,가벼울,M,,,light,車,12
景,,,,景,kenu,kienu,"ging 2 , ying 2 ",jǐng,ケイ,0,4,,경,볕,M,,,scenery,日,12
競,竞,,,競,kenu,kienu,"ging 3 , ging 6 ",jìng,キョウ、ケイ,きそ-う、せ-る,4,,경,겨룰,M,,,compete,立,20
徑,径,径,,径,kenu,kenu,ging 3 ,jìng,ケイ,0,4,,경,지름길,H,,,diameter,彳,8
鏡,镜,,,鏡,kenu,kienu,geng 3 ,jìng,キョウ,かがみ,4,,경,거울,H,,,mirror,金,19
經,经,経,,経,kenu,kenu,ging 1 ,"jīng, jìng",ケイ、キョウ,へ-る,5,,경,경서,M,,,manage,糸,11
境,,,,境,kenu,kienu,ging 2 ,jìng,キョウ、（ケイ）,さかい,5,,경,지경,H,,,boundary,土,14
敬,,,,敬,kenu,kienu,ging 3 ,jìng,ケイ,うやま-う,6,,경,공경할,M,,,respect,攴,12
警,,,,警,kenu,kienu,ging 2 ,jǐng,ケイ,0,6,,경,경계할,H,,,guard against,言,19
慶,庆,,,慶,kenu,kienu,hing 3 ,qìng,ケイ,0,S,,경,경사,M,,,jubilation,心,15
驚,惊,,,驚,kenu,kienu,"geng 1 , ging 1 ",jīng,キョウ,おどろ-く、おどろ-かす,S,,경,놀랄,M,,,wonder,馬,22
頃,顷,,,頃,kenu,kenu,king 2 ,"qīng, qǐng, kuǐ",0,ころ,S,2010,경,잠깐,H,,,times,頁,11
傾,倾,,,傾,kenu,kenu,king 1 ,"qīng, qǐng",ケイ,かたむ-く、かたむ-ける,S,,경,기울,H,,,lean,人,13
憬,,,,憬,kenu,kuenu,"ging 2 , gwing 2 ",jǐng,ケイ,0,S,2010,0,0,0,,,long for,心,15
鯨,鲸,,,鯨,kenu,kienu,king 4 ,"jīng, qíng",ゲイ,くじら,S,,0,0,0,,,whale,魚,19
頰,颊,,,頰,kepu,kepu,"gaap 3 , haap 3 ",jiá,0,ほお,S,2010,0,0,0,,,cheek,頁,16
決,决,,,決,ketu,kuetu,kyut 3 ,jué,ケツ,き-める、き-まる,3,,결,터질,M,,,decide,水,7
結,结,,,結,ketu,ketu,"git 3 , lit 3 ","jié, jì, jiē",ケツ,むす-ぶ、ゆ-う、ゆ-わえる,4,,결,맺을,M,,,tie,糸,12
缺,,欠,,欠,ketu,kuetu,kyut 3 ,quē,ケツ,か-ける、か-く,4,,결,이지러질,H,,,lack,缶,4
潔,洁,,,潔,ketu,ketu,git 3 ,jié,ケツ,いさぎよ-い,5,,결,깨끗할,M,,,undefiled,水,15
傑,杰,,,傑,ketu,ketu,git 6 ,jié,ケツ,0,S,,걸,뛰어날,H,,,greatness,人,13
掘,,,,掘,kutu,"kuetu, kutu",gwat 6 ,jué,クツ,ほ-る,S,,0,0,0,,,dig,手,11
叫,,,,叫,keu,kiau,giu 3 ,jiào,キョウ,さけ-ぶ,S,,규,부르짖을,H,,,shout,口,6
氣,气,気,,气,ki,ki,hei 3 ,qì,キ、ケ,0,1,,기,기운,M,khí,n,feeling,气,6
歸,归,帰,,帰,ki,kui,gwai 1 ,guī,キ,かえ-る、かえ-す,2,,귀,돌아갈,M,"qui, quy",,return,止,10
記,记,,,記,ki,ki,gei 3 ,jì,キ,しる-す,2,,기,기록할,M,"kí, ghi, ký",,write down,言,10
汽,,,,汽,ki,ki,hei 3 ,qì,キ,0,2,,기,물 끓는 김,0,khí,n,steam,水,7
起,,,,起,ki,ki,hei 2 ,qǐ,キ,お-きる、お-こる、お-こす,3,,기,일어날,M,,,wake up,走,10
期,,,,期,ki,ki,"gei 1 , kei 4 ","qī, jī",キ、（ゴ）,0,3,,기,기약할,M,,,period of time,月,12
紀,纪,,,紀,ki,ki,"gei 2 , gei 3 ","jì, jǐ",キ,0,4,,기,벼리,H,,,chronicle,糸,9
旗,,,,旗,ki,ki,kei 4 ,qí,キ,はた,4,,기,기,H,,,national flag,方,14
器,,,,器,ki,ki,hei 3 ,qì,キ,うつわ,4,,기,그릇,H,,,container,口,15
機,机,,,機,ki,ki,gei 1 ,jī,キ,はた,4,,기,틀,H,,,machine,木,16
技,,,,技,ki,ki,gei 6 ,jì,ギ,わざ,5,,기,재주,M,,,skill,手,7
基,,,,基,ki,ki,gei 1 ,jī,キ,もと、もとい,5,,기,터,M,,,foundation,土,11
寄,,,,寄,ki,ki,gei 3 ,jì,キ,よ-る、よ-せる,5,,기,부칠,H,,,approach,宀,11
己,,,,己,ki,ki,gei 2 ,jǐ,コ、キ,おのれ,6,,기,몸,M,,,self,己,3
貴,贵,,,貴,ki,kui,gwai 3 ,guì,キ,たっと-い、とうと-い、たっと-ぶ、とうと-ぶ,6,,귀,귀할,M,,,precious,貝,12
机,,,,机,ki,ki,gei 1 ,jī,キ,つくえ,6,,0,0,0,,,desk,木,6
既,,,旣,既,ki,ki,gei 3 ,jì,キ,すで-に,S,,기,이미,M,,,previously,无,10
幾,几,,,幾,ki,ki,"gei 1 , gei 2 ","jī, jǐ",キ,いく,S,,기,기미,M,,,how many,幺,12
企,,,,企,ki,ki,"kei 2 , kei 5 ",qǐ,キ,くわだ-てる,S,,기,꾀할,H,,,plan,人,6
忌,,,,忌,ki,ki,gei 6 ,jì,キ,い-む、い-まわしい,S,,기,꺼릴,H,,,mourning,心,7
奇,,,,奇,ki,ki,"gei 1 , kei 4 ","qí, jī",キ,0,S,,기,기이할,H,,,strange,大,8
祈,,,,祈,ki,ki,kei 4 ,qí,キ,いの-る,S,,기,빌,H,,,pray,示,8
飢,饥,,,飢,ki,ki,gei 1 ,jī,キ,う-える,S,,기,주릴,H,,,hungry,食,10
鬼,,,,鬼,ki,kui,gwai 2 ,guǐ,キ,おに,S,,귀,귀신,H,,,ghost,鬼,10
欺,,,,欺,ki,ki,hei 1 ,qī,ギ,あざむ-く,S,,기,속일,H,,,deceit,欠,12
棄,弃,,,棄,ki,ki,hei 3 ,qì,キ,0,S,,기,버릴,H,,,abandon,木,13
畿,,,,畿,ki,ki,gei 1 ,jī,キ,0,S,2010,기,경기,H,,,capital,田,15
騎,骑,,,騎,ki,ki,"gei 6 , ke 4 , kei 4 ","qí, jì",キ,0,S,,기,말탈,H,,,equestrian,馬,18
肌,,,,肌,ki,ki,gei 1 ,jī,0,はだ,S,1981,0,0,0,,,texture,肉,6
岐,,,,岐,ki,ki,kei 4 ,qí,キ,0,S,,0,0,0,,,branch off,山,7
崎,,,,崎,ki,ki,kei 1 ,qí,0,さき,S,1981,0,0,0,,,promontory,山,11
棋,,,,棋,ki,ki,kei 4 ,qí,キ,0,S,,0,0,0,,,chess piece,木,12
碁,,,,碁,ki,ki,kei 4 ,qí,ゴ,0,S,,0,0,0,,,Go,石,13
居,,,,居,"ki, ko","ki, kio",geui 1 ,jū,キョ,い-る,5,,거,있을,M,,,reside,尸,8
建,,,,建,kien,ken,gin 3 ,jiàn,ケン、（コン）,た-てる、た-つ,4,,건,세울,M,,,build,廴,9
健,,,,健,kien,ken,gin 6 ,jiàn,ケン,すこ-やか,4,,건,튼튼할,H,,,healthy,人,11
件,,,,件,kien,kien,gin 6 ,jiàn,ケン,0,5,,건,사건,H,,,affair,人,6
遣,,,,遣,kien,kien,hin 2 ,qiǎn,ケン,つか-う、つか-わす,S,,견,보낼,H,,,dispatch,辵,13
鍵,键,,,鍵,kien,"ken, kien",gin 6 ,jiàn,ケン,かぎ,S,2010,0,0,0,,,key,金,17
極,极,,,極,kiku,kiku,gik 6 ,jí,キョク、ゴク,きわ-める、きわ-まる、きわ-み,4,,극,다할,M,,,poles,木,12
金,,,,金,kimu,kimu,gam 1 ,jīn,キン、コン,かね、（かな）,1,,금,쇠,M,"kim, ghim, găm",n,gold,金,8
今,,,,今,kimu,kimu,gam 1 ,jīn,コン、キン,いま,2,,금,이제,M,kim,n,now,人,4
禁,,,,禁,kimu,kimu,"gam 1 , gam 3 , kam 1 ","jìn, jīn",キン,0,5,,금,금할,M,,,prohibition,示,13
琴,,,,琴,kimu,kimu,kam 4 ,qín,キン,こと,S,,금,거문고,H,,,harp,玉,12
錦,锦,,,錦,kimu,kimu,gam 2 ,jǐn,キン,にしき,S,2010,금,비단,H,,,brocade,金,16
襟,,,,襟,kimu,kimu,kam 1 ,jīn,キン,えり,S,1981,0,0,0,,,collar,衣,18
橋,桥,,,橋,kio,kiau,kiu 4 ,qiáo,キョウ,はし,3,,교,다리,M,,,bridge,木,16
矯,矫,,,矯,kio,kiau,"giu 2 , kiu 2 ","jiǎo, jiáo",キョウ,た-める,S,1981,교,바로잡을,H,,,rectify,矢,17
急,,,,急,kipu,kipu,gap 1 ,jí,キュウ,いそ-ぐ,3,,급,급할,M,,,hurry,心,9
級,级,,,級,kipu,kipu,kap 1 ,jí,キュウ,0,3,,급,등급,H,,,rank,糸,9
泣,,,,泣,kipu,kipu,yap 1 ,qì,キュウ,な-く,4,,읍,울,M,,,cry,水,8
給,给,,,給,kipu,kipu,kap 1 ,"jǐ, gěi, xiá",キュウ,0,4,,급,넉넉할,M,,,salary,糸,12
及,,,,及,kipu,kipu,"gap 6 , kap 6 ",jí,キュウ,およ-ぶ、およ-び、およ-ぼす,S,,급,미칠,M,,,reach out,又,3
吉,,,,吉,kitu,kitu,gat 1 ,jí,キチ、キツ,0,S,,길,길할,M,,,good luck,口,6
乞,,,,乞,kitu,kitu,hat 1 ,qǐ,0,こ-う,S,2010,걸,빌,H,,,beg,乙,3
詰,诘,,,詰,kitu,kitu,"gat 1 , kit 3 ",jié,キツ,つ-める、つ-まる、つ-む,S,,0,0,0,,,packed,言,13
九,,,,九,kiu,kiu,gau 2 ,jiǔ,キュウ、ク,ここの、ここの-つ,1,,구,아홉,M,cửu,num,nine,乙,2
究,,,,究,kiu,kiu,gau 3 ,jiū,キュウ,きわ-める,3,,구,궁구할,M,,,research,穴,7
區,区,区,,区,kiu,kiu,"au 1 , keui 1 ","qū, ōu",ク,0,3,,구,지경,H,,,ward,匸,4
具,,,,具,kiu,kiu,geui 6 ,jù,グ,0,3,,구,갖출,H,,,tool,八,8
球,,,,球,kiu,kiu,kau 4 ,qiú,キュウ,たま,3,,구,공,H,,,sphere,玉,11
求,,,,求,kiu,kiu,kau 4 ,qiú,キュウ,もと-める,4,,구,구할,M,,,request,水,7
救,,,,救,kiu,kiu,gau 3 ,jiù,キュウ,すく-う,4,,구,건질,M,,,salvation,攴,11
久,,,,久,kiu,kiu,gau 2 ,jiǔ,キュウ、（ク）,ひさ-しい,5,,구,오랠,M,,,long time,丿,3
舊,旧,旧,,旧,kiu,kiu,gau 6 ,jiù,キュウ,0,5,,구,예,M,,,old times,臼,5
丘,,,,丘,kiu,kiu,yau 1 ,qiū,キュウ,おか,S,,구,언덕,H,,,hill,一,5
拘,,,,拘,kiu,kiu,keui 1 ,jū,コウ,0,S,,구,잡을,H,,,arrest,手,8
糾,纠,,,糾,kiu,kiu,"dau 2 , gau 2 ","jiū, jiǎo",キュウ,0,S,,규,살필,H,,,twist,糸,9
懼,惧,惧,,惧,kiu,kiu,geui 6 ,jù,グ,0,S,2010,구,두려워할,H,,,dread,心,11
驅,驱,駆,,駆,kiu,kiu,keui 1 ,qū,ク,か-ける、か-る,S,,구,몰,H,,,drive,馬,14
駒,驹,,,駒,kiu,kiu,keui 1 ,"jū, jù",0,こま,S,2010,0,0,0,,,horse,馬,15
句,,,,句,"kiu, kou","kiu, kou","gau 1 , geui 3 ","jù, gōu, gòu",ク,0,5,,구,글귀,M,,,phrase,口,5
龜,龟,亀,,亀,"kiu, kui","kiu, kui","gau 1 , gwai 1 , gwan 1 ","guī, qiū, jūn",キ,かめ,S,2010,구,땅 이름,H,,,turtle,龜,11
臼,,,,臼,"kiu, kuku","kiu, kiuku","kau 3 , kau 5 ",jiù,キュウ,うす,S,2010,0,0,0,,,mortar,臼,6
猶,犹,,,猶,"kiu, yu","kiu, yu",yau 4 ,yóu,ユウ,0,S,,유,오히려,M,,,furthermore,犬,12
均,,,,均,kiun,kian,"gwan 1 , kwan 1 , wan 6 ",jūn,キン,0,5,,균,고를,M,,,level,土,7
菌,,,,菌,"kiun, kuen","kan, kuen",kwan 2 ,"jùn, jūn",キン,0,S,,균,버섯,H,,,germ,艸,11
去,,,,去,ko,kio,"heui 2 , heui 3 ",qù,キョ、コ,さ-る,3,,거,갈,M,,,leave,厶,5
舉,举,挙,擧,挙,ko,kio,geui 2 ,jǔ,キョ,あ-げる、あ-がる,4,,거,들,M,,,raise,手,10
巨,,,,巨,ko,kio,geui 6 ,jù,キョ,0,S,,거,클,M,,desc,gigantic,工,5
據,据,拠,,拠,ko,kio,geui 3 ,jù,キョ、コ,0,S,,거,의거할,H,,,foothold,手,8
拒,,,,拒,ko,kio,keui 5 ,jù,キョ,こば-む,S,,거,막을,H,,,repel,手,8
距,,,,距,ko,kio,"geui 6 , keui 5 ",jù,キョ,0,S,,거,떨어질,H,,,long-distance,足,12
据,,,,据,ko,kio,geui 1 ,"jū, jù",0,す-える、す-わる,S,1981,0,0,0,,,set,手,11
裾,,,,裾,ko,kio,geui 1 ,jū,0,すそ,S,2010,0,0,0,,,cuff,衣,13
谷,,,,谷,koku,koku,"guk 1 , yuk 6 ","gǔ, yù",コク,たに,2,,곡,골,M,"cốc, góc, hốc",n,valley,谷,7
國,国,国,,国,koku,kuoku,gwok 3 ,guó,コク,くに,2,,국,나라,M,"quốc, cuốc",n,country,囗,8
曲,,,,曲,koku,kioku,kuk 1 ,"qū, qǔ",キョク,ま-がる、ま-げる,3,,곡,굽을,M,,n,musical composition,曰,6
局,,,,局,koku,kioku,guk 6 ,jú,キョク,0,3,,국,판,H,,,office,尸,7
穀,谷,,,穀,koku,koku,guk 1 ,gǔ,コク,0,6,,곡,곡식,M,,,cereals,禾,14
刻,,,,刻,koku,koku,"haak 1 , hak 1 ",kè,コク,きざ-む,6,,각,새길,H,,,engrave,刀,8
克,,,,克,koku,koku,"haak 1 , hak 1 ",kè,コク,0,S,,극,이길,H,,,overcome,儿,7
酷,,,,酷,koku,koku,huk 6 ,kù,コク,0,S,,0,0,0,,,cruel,酉,14
空,,,,空,konu,konu,"hung 1 , hung 3 ","kōng, kòng",クウ,そら、あ-く、あ-ける、から,1,,공,빌,M,"không, khỏng, cung, khung",n,sky,穴,8
工,,,,工,konu,konu,gung 1 ,gōng,コウ、ク,0,2,,공,장인,M,"công, cong, côông, gồng, trong, cung",,craft,工,3
公,,,,公,konu,konu,gung 1 ,gōng,コウ,おおやけ,2,,공,공변될,M,công,,public,八,4
功,,,,功,konu,konu,gung 1 ,gōng,コウ、（ク）,0,4,,공,공로,M,,,achievement,力,5
共,,,,共,konu,kionu,"gung 1 , gung 6 ",gòng,キョウ,とも,4,,공,함께,M,,,together,八,6
供,,,,供,konu,kionu,"gung 1 , gung 3 ","gōng, gòng",キョウ、（ク）,そな-える、とも,6,,공,이바지할,H,,,offer,人,8
孔,,,,孔,konu,konu,hung 2 ,kǒng,コウ,0,S,,공,구멍,H,,,cavity,子,4
攻,,,,攻,konu,konu,gung 1 ,gōng,コウ,せ-める,S,,공,칠,H,,,aggression,攴,7
肯,,,,肯,konu,konu,"hang 2 , hoi 2 ",kěn,コウ,0,S,,긍,긍정할,H,,,agreement,肉,8
恭,,,,恭,konu,kionu,gung 1 ,gōng,キョウ,うやうや-しい,S,,공,공손할,H,,,respect,心,10
恐,,,,恐,konu,kionu,hung 2 ,kǒng,キョウ,おそ-れる、おそ-ろしい,S,,공,두려울,H,"khủng, thứ",act,fear,心,10
貢,贡,,,貢,konu,konu,gung 3 ,gòng,コウ、（ク）,みつ-ぐ,S,,공,바칠,H,,,tribute,貝,10
骨,,,,骨,kotu,kotu,gwat 1 ,"gǔ, gú, gū",コツ,ほね,6,,골,뼈,M,,,bone,骨,10
窟,,,,窟,kotu,kotu,fat 1 ,kū,クツ,0,S,2010,0,0,0,,,cavern,穴,13
堀,,,,堀,"kotu, kutu","kotu, kutu","fat 1 , gwat 6 ",kū,0,ほり,S,1981,0,0,0,,,ditch,土,11
口,,,,口,kou,kou,hau 2 ,kǒu,コウ、ク,くち,1,,구,입,M,khẩu,n,mouth,口,3
構,构,,,構,kou,kou,"gau 3 , kau 3 ",gòu,コウ,かま-える、かま-う,5,,구,얽을,H,,,construct,木,14
勾,,,,勾,kou,kou,"au 1 , gau 1 , ngau 1 ","gōu, gòu",コウ,0,S,2010,0,0,0,,,capture,勹,4
溝,沟,,,溝,kou,kou,"gau 1 , kau 1 ",gōu,コウ,みぞ,S,1981,0,0,0,,,gutter,水,13
購,购,,,購,kou,kou,"gau 3 , kau 3 ",gòu,コウ,0,S,,0,0,0,,,subscription,貝,17
科,,,,科,kua,kua,fo 1 ,kē,カ,0,2,,과,과정,M,khoa,,section,禾,9
果,,,,果,kua,kua,"gu 2 , gwo 2 ",guǒ,カ,は-たす、は-てる、は-て,4,,과,과실,M,,,fruit,木,8
課,课,,,課,kua,kua,fo 3 ,kè,カ,0,4,,과,매길,M,,,section,言,15
過,过,,,過,kua,kua,"gwo 1 , gwo 3 ","guò, guō",カ,す-ぎる、す-ごす、あやま-つ、あやま-ち,5,,과,지날,M,,,go beyond,辵,12
掛,挂,,,掛,kua,kua,"gwa 3 , kwa 3 ",guà,0,か-ける、か-かる、かかり,S,,괘,걸,H,,,hang,手,11
誇,夸,,,誇,kua,kua,kwa 1 ,kuā,コ,ほこ-る,S,,과,자랑할,H,,,boast,言,13
寡,,,,寡,kua,kua,gwa 2 ,guǎ,カ,0,S,,과,적을,H,,,widow,宀,14
菓,,,,菓,kua,kua,gwo 2 ,guǒ,カ,0,S,,0,0,0,,,confectionery,艸,11
鍋,锅,,,鍋,kua,kua,wo 1 ,guō,0,なべ,S,2010,0,0,0,,,pot,金,17
渦,涡,,,渦,"kua, wa","kua, wa","gwo 1 , wo 1 ","wō, guō",カ,うず,S,1981,0,0,0,,,whirlpool,水,12
館,馆,,,館,kuan,kuan,gun 2 ,guǎn,カン,やかた,3,,관,객사,H,,,public building,食,16
官,,,,官,kuan,kuan,gun 1 ,guān,カン,0,4,,관,벼슬,M,,,government official,宀,8
關,关,関,,関,kuan,kuan,gwaan 1 ,guān,カン,せき、かか-わる,4,,관,빗장,M,,,related,門,14
觀,观,観,,観,kuan,kuan,"gun 1 , gun 3 ","guān, guàn",カン,0,4,,관,볼,M,,,observe,見,18
管,,,,管,kuan,kuan,gun 2 ,guǎn,カン,くだ,4,,관,피리,H,,,pipe,竹,14
慣,惯,,,慣,kuan,kuan,gwaan 3 ,guàn,カン,な-れる、な-らす,5,,관,버릇,H,,,accustomed,心,14
冠,,,,冠,kuan,kuan,"gun 1 , gun 3 ","guān, guàn",カン,かんむり,S,,관,갓,H,,,crown,冖,9
貫,贯,,,貫,kuan,kuan,gun 3 ,"guàn, wān",カン,つらぬ-く,S,,관,꿸,H,,,pierce,貝,11
寬,宽,寛,,寛,kuan,kuan,fun 1 ,kuān,カン,0,S,,관,너그러울,H,,,tolerant,宀,13
罐,,缶,,缶,kuan,kuan,gun 3 ,guàn,カン,0,S,1981,0,0,0,,,tin can,缶,6
串,,,,串,kuan,kuan,"chyun 3 , gwaan 3 ",chuàn,0,くし,S,2010,0,0,0,,,skewer,丨,7
棺,,,,棺,kuan,kuan,gun 1 ,guān,カン,0,S,,0,0,0,,,coffin,木,12
款,,,,款,kuan,kuan,fun 2 ,kuǎn,カン,0,S,,0,0,0,,,goodwill,欠,12
犬,,,,犬,kuen,kuen,hyun 2 ,quǎn,ケン,いぬ,1,,견,개,M,"khuyển, chó",n,dog,犬,4
券,,,,券,kuen,kuen,"gyun 3 , hyun 3 ","quàn, xuàn",ケン,0,5,,0,0,0,,,ticket,刀,8
卷,,巻,,巻,kuen,kuen,"gyun 2 , gyun 3 , kyun 4 ","juǎn, juàn",カン,ま-く、まき,6,,권,책,M,,,scroll,卩,9
權,权,権,,権,kuen,kuen,kyun 4 ,quán,ケン、（ゴン）,0,6,,권,권세,M,,,rights,木,15
絹,绢,,,絹,kuen,kuen,gyun 3 ,"juàn, xuàn",ケン,きぬ,6,,견,명주,H,,,silk,糸,13
勸,劝,勧,,勧,kuen,kuen,hyun 3 ,quàn,カン,すす-める,S,,권,권할,M,,,persuade,力,13
拳,,,,拳,kuen,kuen,kyun 4 ,quán,ケン,こぶし,S,2010,권,주먹,H,,,fist,手,10
圈,,圏,,圏,kuen,kuen,"gyun 6 , hyun 1 ","juàn, juān, quān",ケン,0,S,,0,0,0,,,sphere,囗,12
季,,,,季,kui,kui,gwai 3 ,jì,キ,0,4,,계,끝,M,,,seasons,子,8
規,规,,,規,kui,kui,kwai 1 ,"guī, guì, xù",キ,0,5,,규,법,H,,,rule,見,11
軌,轨,,,軌,kui,kui,gwai 2 ,guǐ,キ,0,S,,궤,길,H,,,rut,車,9
菊,,,,菊,kuku,kiuku,guk 1 ,jú,キク,0,S,,국,국화,H,,,chrysanthemum,艸,11
近,,,,近,kun,kan,"gan 6 , kan 5 ",jìn,キン,ちか-い,2,,근,가까울,M,"cận, cặn, gàn, gần",,near,辵,7
君,,,,君,kun,kian,gwan 1 ,jūn,クン,きみ,3,,군,임금,M,,pron,you,口,7
軍,军,,,軍,kun,kian,gwan 1 ,jūn,グン,0,4,,군,군사,M,,,army,車,9
郡,,,,郡,kun,kian,gwan 6 ,jùn,グン,0,4,,군,고을,M,,,county,邑,10
群,,,,群,kun,kian,kwan 4 ,qún,グン,む-れる、む-れ、（むら）,5,,군,무리,H,,,flock,羊,13
困,,,,困,kun,kuan,kwan 3 ,kùn,コン,こま-る,6,,곤,괴로울,M,,,become distressed,囗,7
勤,,,,勤,kun,kan,kan 4 ,qín,キン、（ゴン）,つと-める、つと-まる,6,,근,부지런할,M,,,diligence,力,12
筋,,,,筋,kun,kan,gan 1 ,jīn,キン,すじ,6,,0,0,0,,,muscle,竹,12
斤,,,,斤,kun,kan,gan 1 ,jīn,キン,0,S,,근,도끼,H,,,axe,斤,4
僅,仅,,,僅,kun,kan,"gan 2 , gan 6 ","jǐn, jìn",キン,わず-か,S,2010,근,겨우,H,,,a wee bit,人,13
緊,紧,,,緊,kun,kan,gan 2 ,jǐn,キン,0,S,,긴,긴요할,H,,,tense,糸,15
謹,谨,,,謹,kun,kan,gan 2 ,jǐn,キン,つつし-む,S,,근,삼갈,H,,,discreet,言,17
巾,,,,巾,kun,kan,gan 1 ,jīn,キン,0,S,2010,0,0,0,,,towel,巾,3
昆,,,,昆,kun,kuan,gwan 1 ,kūn,コン,0,S,1981,0,0,0,,,descendants,日,8
弓,,,,弓,kunu,kiunu,gung 1 ,gōng,キュウ,ゆみ,2,,궁,활,M,"cung, cong, củng",n,"bow (archery, violin)",弓,3
宮,宫,,,宮,kunu,kiunu,gung 1 ,gōng,キュウ、グウ、（ク）,みや,3,,궁,집,H,,,Shinto shrine,宀,10
窮,穷,,,窮,kunu,kiunu,kung 4 ,qióng,キュウ,きわ-める、きわ-まる,S,,궁,다할,H,,,hard up,穴,15
古,,,,古,kuo,ko,gu 2 ,gǔ,コ,ふる-い、ふる-す,2,,고,옛,M,"cổ, cỗ, kẻ",desc,old,口,5
苦,,,,苦,kuo,ko,fu 2 ,kǔ,ク,くる-しい、くる-しむ、くる-しめる、にが-い、にが-る,3,,고,쓸,M,,,suffer,艸,8
庫,库,,,庫,kuo,ko,fu 3 ,kù,コ、（ク）,0,3,,고,곳집,H,,,warehouse,广,10
固,,,,固,kuo,ko,gu 3 ,gù,コ,かた-める、かた-まる、かた-い,4,,고,굳을,M,,,hard,囗,8
故,,,,故,kuo,ko,gu 3 ,gù,コ,ゆえ,5,,고,옛,M,,,circumstances,攴,9
